date,product,customer_segment,price,competitor_price,quantity_sold,unit_cost,inventory_level,days_since_promotion,competitor_promotion,month,quarter,day_of_week,revenue,cost,profit,margin_percent
2021-05-07,Pipettes,Academic,315.24,332.72,69,114.0,73,134,1,5,2,4,21751.56,7866.0,13885.560000000001,63.84
2021-03-06,Centrifuge,Biotech,12097.54,11678.47,131,4560.0,53,120,0,3,1,5,1584777.7400000002,597360.0,987417.7400000002,62.31
2022-11-25,Pipettes,Biotech,317.58,317.44,107,114.0,147,86,0,11,4,4,33981.06,12198.0,21783.059999999998,64.1
2023-12-15,Pipettes,Pharma,312.33,303.4,114,114.0,164,173,0,12,4,4,35605.619999999995,12996.0,22609.619999999995,63.5
2021-05-11,PCR_System,Academic,7155.76,7261.64,75,3040.0,122,99,0,5,2,1,536682.0,228000.0,308682.0,57.52
2022-02-17,Pipettes,Government,257.96,269.39,115,114.0,124,28,1,2,1,3,29665.399999999998,13110.0,16555.399999999998,55.81
2023-03-02,Pipettes,Academic,275.07,273.26,92,114.0,142,29,0,3,1,3,25306.44,10488.0,14818.439999999999,58.56
2023-01-02,Microscope,Biotech,13704.85,14616.36,122,5700.0,21,62,0,1,1,0,1671991.7,695400.0,976591.7,58.41
2022-02-13,Reagent_Kit,Academic,460.11,457.01,71,171.0,149,26,0,2,1,6,32667.81,12141.0,20526.81,62.83
2023-11-07,Centrifuge,Academic,13452.43,12491.76,67,4560.0,158,42,0,11,4,1,901312.81,305520.0,595792.81,66.1
2021-06-24,Reagent_Kit,Academic,429.99,398.67,53,171.0,118,12,0,6,2,3,22789.47,9063.0,13726.470000000001,60.23
2023-09-02,Pipettes,Government,279.85,302.09,131,114.0,69,74,0,9,3,5,36660.350000000006,14934.0,21726.350000000006,59.26
2021-09-25,PCR_System,Government,8712.67,8767.09,116,3040.0,58,61,0,9,3,5,1010669.72,352640.0,658029.72,65.11
2021-07-09,Pipettes,Biotech,312.27,324.92,90,114.0,155,103,0,7,3,4,28104.3,10260.0,17844.3,63.49
2021-03-10,PCR_System,Academic,7122.16,7602.18,88,3040.0,172,72,0,3,1,2,626750.08,267520.0,359230.07999999996,57.32
2021-11-13,Reagent_Kit,Academic,422.91,396.64,63,171.0,141,111,0,11,4,5,26643.33,10773.0,15870.330000000002,59.57
2021-10-30,Microscope,Academic,14416.5,13131.37,101,5700.0,67,153,0,10,4,5,1456066.5,575700.0,880366.5,60.46
2021-01-20,Reagent_Kit,Academic,494.29,540.2,61,171.0,18,142,0,1,1,2,30151.690000000002,10431.0,19720.690000000002,65.4
2023-02-23,Centrifuge,Government,12013.59,11554.43,96,4560.0,193,176,0,2,1,3,1153304.6400000001,437760.0,715544.6400000001,62.04
2023-10-23,PCR_System,Pharma,6937.51,6274.88,217,3040.0,42,92,0,10,4,0,1505439.6700000002,659680.0,845759.6700000002,56.18
2023-12-23,Reagent_Kit,Pharma,491.38,452.02,135,171.0,183,107,0,12,4,5,66336.3,23085.0,43251.3,65.2
2021-11-13,Centrifuge,Government,10755.44,10754.55,121,4560.0,6,78,0,11,4,5,1301408.24,551760.0,749648.24,57.6
2022-04-16,Pipettes,Biotech,306.1,317.51,95,114.0,149,23,0,4,2,5,29079.500000000004,10830.0,18249.500000000004,62.76
2023-11-14,Pipettes,Biotech,341.77,364.27,86,114.0,26,43,0,11,4,1,29392.219999999998,9804.0,19588.219999999998,66.64
2023-06-07,Pipettes,Pharma,271.05,289.15,140,114.0,42,19,0,6,2,2,37947.0,15960.0,21987.0,57.94
2021-07-20,Microscope,Academic,15825.03,14490.33,48,6000.0,65,120,0,7,3,1,759601.4400000001,288000.0,471601.44000000006,62.09
2023-08-04,Reagent_Kit,Academic,508.78,458.85,33,180.0,97,173,0,8,3,4,16789.739999999998,5940.0,10849.739999999998,64.62
2022-08-01,Centrifuge,Biotech,11142.87,10052.22,102,4560.0,109,58,0,8,3,0,1136572.74,465120.0,671452.74,59.08
2023-07-19,PCR_System,Pharma,8138.68,7894.84,108,3040.0,116,126,0,7,3,2,878977.4400000001,328320.0,550657.4400000001,62.65
2021-03-20,PCR_System,Pharma,7845.68,8236.06,126,3040.0,198,61,0,3,1,5,988555.68,383040.0,605515.68,61.25
2021-07-02,Microscope,Academic,14576.55,13737.78,52,5700.0,21,104,0,7,3,4,757980.6,296400.0,461580.6,60.9
2023-02-13,Reagent_Kit,Academic,505.63,546.11,56,171.0,78,109,1,2,1,0,28315.28,9576.0,18739.28,66.18
2021-07-28,Microscope,Pharma,13963.6,15317.51,90,5700.0,105,123,0,7,3,2,1256724.0,513000.0,743724.0,59.18
2021-04-10,Centrifuge,Biotech,11018.36,11837.6,143,4560.0,20,111,0,4,2,5,1575625.48,652080.0,923545.48,58.61
2023-03-07,Microscope,Pharma,13756.94,13914.9,182,5700.0,152,176,0,3,1,1,2503763.08,1037400.0,1466363.08,58.57
2021-11-15,Microscope,Government,14313.78,15374.83,87,5700.0,63,158,0,11,4,0,1245298.86,495900.0,749398.8600000001,60.18
2023-09-16,Microscope,Academic,15488.5,14434.51,80,5700.0,144,28,0,9,3,5,1239080.0,456000.0,783080.0,63.2
2023-07-07,PCR_System,Government,9136.76,8369.07,58,3040.0,131,165,0,7,3,4,529932.08,176320.0,353612.07999999996,66.73
2023-09-10,Reagent_Kit,Biotech,483.26,461.99,148,171.0,125,156,0,9,3,6,71522.48,25308.0,46214.479999999996,64.62
2023-11-11,Microscope,Pharma,16921.44,16176.61,149,5700.0,198,129,1,11,4,5,2521294.5599999996,849300.0,1671994.5599999996,66.31
2023-03-11,Reagent_Kit,Academic,411.68,416.86,88,171.0,186,103,1,3,1,5,36227.840000000004,15048.0,21179.840000000004,58.46
2022-06-04,Microscope,Government,14062.3,14932.54,73,5700.0,168,121,0,6,2,5,1026547.8999999999,416100.0,610447.8999999999,59.47
2022-07-20,Microscope,Biotech,16473.26,17055.02,78,5700.0,154,46,0,7,3,2,1284914.2799999998,444600.0,840314.2799999998,65.4
2021-11-13,PCR_System,Pharma,8085.39,8214.36,154,3040.0,151,105,1,11,4,5,1245150.06,468160.0,776990.06,62.4
2023-11-29,Centrifuge,Pharma,11632.28,11318.32,140,4560.0,122,123,0,11,4,2,1628519.2000000002,638400.0,990119.2000000002,60.8
2022-08-14,Centrifuge,Academic,11624.53,12658.55,56,4560.0,68,114,1,8,3,6,650973.68,255360.0,395613.68000000005,60.77
2021-04-06,PCR_System,Biotech,7437.96,7362.98,151,3040.0,151,118,0,4,2,1,1123131.96,459040.0,664091.96,59.13
2022-10-06,Pipettes,Government,302.15,296.0,139,114.0,137,40,0,10,4,3,41998.85,15846.0,26152.85,62.27
2021-05-15,Centrifuge,Government,11189.55,12057.8,92,4560.0,178,70,0,5,2,5,1029438.6,419520.0,609918.6,59.25
2023-12-01,Microscope,Academic,15214.5,14357.25,56,5700.0,51,175,0,12,4,4,852012.0,319200.0,532812.0,62.54
2023-02-03,Reagent_Kit,Biotech,515.6,540.86,112,171.0,176,48,1,2,1,4,57747.200000000004,19152.0,38595.200000000004,66.83
2023-05-09,Microscope,Academic,15777.38,16692.19,63,5700.0,124,151,0,5,2,1,993974.94,359100.0,634874.94,63.87
2021-08-03,Pipettes,Academic,325.63,296.87,36,120.0,65,49,0,8,3,1,11722.68,4320.0,7402.68,63.15
2021-01-06,Pipettes,Academic,324.43,324.38,57,114.0,81,118,0,1,1,2,18492.510000000002,6498.0,11994.510000000002,64.86
2023-12-23,Centrifuge,Biotech,10977.21,11362.09,129,4560.0,192,19,0,12,4,5,1416060.0899999999,588240.0,827820.0899999999,58.46
2022-09-06,Pipettes,Pharma,264.78,253.64,264,114.0,134,150,0,9,3,1,69901.92,30096.0,39805.92,56.95
2021-10-24,Reagent_Kit,Academic,503.57,513.63,82,171.0,177,30,0,10,4,6,41292.74,14022.0,27270.739999999998,66.04
2022-01-15,Reagent_Kit,Academic,423.75,393.06,63,171.0,72,60,0,1,1,5,26696.25,10773.0,15923.25,59.65
2022-09-12,Reagent_Kit,Biotech,508.08,523.88,137,171.0,1,7,0,9,3,0,69606.95999999999,23427.0,46179.95999999999,66.34
2021-01-31,Microscope,Pharma,15091.43,13792.21,130,5700.0,199,164,0,1,1,6,1961885.9000000001,741000.0,1220885.9000000001,62.23
2022-02-13,Reagent_Kit,Government,391.69,368.93,98,171.0,92,75,0,2,1,6,38385.62,16758.0,21627.620000000003,56.34
2023-04-21,Microscope,Government,14757.53,13578.38,96,5700.0,186,167,0,4,2,4,1416722.8800000001,547200.0,869522.8800000001,61.38
2021-04-01,Pipettes,Academic,277.55,294.93,68,114.0,130,6,1,4,2,3,18873.4,7752.0,11121.400000000001,58.93
2022-10-19,Pipettes,Biotech,299.18,308.79,148,114.0,98,48,0,10,4,2,44278.64,16872.0,27406.64,61.9
2023-07-28,PCR_System,Government,7878.02,8090.76,62,3040.0,62,55,0,7,3,4,488437.24000000005,188480.0,299957.24000000005,61.41
2022-08-12,PCR_System,Academic,7160.7,7713.22,66,3040.0,25,107,0,8,3,4,472606.2,200640.0,271966.2,57.55
2023-10-15,Pipettes,Academic,316.94,307.17,80,114.0,88,88,0,10,4,6,25355.2,9120.0,16235.2,64.03
2023-08-12,Pipettes,Pharma,288.57,286.57,120,114.0,183,129,0,8,3,5,34628.4,13680.0,20948.4,60.49
2022-08-13,Centrifuge,Pharma,11735.73,12849.21,90,4560.0,1,123,0,8,3,5,1056215.7,410400.0,645815.7,61.14
2022-04-06,Reagent_Kit,Academic,387.84,362.82,80,171.0,180,113,1,4,2,2,31027.199999999997,13680.0,17347.199999999997,55.91
2023-03-25,Centrifuge,Pharma,10822.69,10381.29,146,4560.0,162,56,0,3,1,5,1580112.74,665760.0,914352.74,57.87
2021-07-23,Pipettes,Government,297.31,286.89,61,114.0,86,104,0,7,3,4,18135.91,6954.0,11181.91,61.66
2023-03-15,Pipettes,Biotech,273.95,293.68,162,114.0,120,159,0,3,1,2,44379.9,18468.0,25911.9,58.39
2021-09-09,Microscope,Pharma,16078.73,16633.48,188,5700.0,132,115,0,9,3,3,3022801.2399999998,1071600.0,1951201.2399999998,64.55
2022-04-16,Microscope,Academic,16796.05,15651.88,60,5700.0,150,170,1,4,2,5,1007763.0,342000.0,665763.0,66.06
2022-08-05,PCR_System,Academic,9128.99,9816.85,37,3200.0,197,131,0,8,3,4,337772.63,118400.0,219372.63,64.95
2023-11-08,Microscope,Government,16471.14,17670.14,97,5700.0,152,75,0,11,4,2,1597700.5799999998,552900.0,1044800.5799999998,65.39
2023-09-07,Centrifuge,Biotech,11635.03,10533.49,181,4560.0,170,69,0,9,3,3,2105940.43,825360.0,1280580.4300000002,60.81
2021-11-15,Reagent_Kit,Government,417.43,386.06,120,171.0,78,19,0,11,4,0,50091.6,20520.0,29571.6,59.04
2022-04-15,PCR_System,Pharma,7438.29,8017.33,170,3040.0,129,173,0,4,2,4,1264509.3,516800.0,747709.3,59.13
2022-10-17,Centrifuge,Biotech,13267.3,14187.75,153,4560.0,48,148,0,10,4,0,2029896.9,697680.0,1332216.9,65.63
2021-12-26,Microscope,Biotech,13667.97,14927.28,117,5700.0,40,43,0,12,4,6,1599152.49,666900.0,932252.49,58.3
2022-08-19,PCR_System,Government,7783.17,7656.6,73,3040.0,11,16,0,8,3,4,568171.41,221920.0,346251.41000000003,60.94
2023-09-12,Centrifuge,Pharma,13610.89,14702.57,190,4560.0,190,152,0,9,3,1,2586069.1,866400.0,1719669.1,66.5
2021-08-31,PCR_System,Pharma,8686.66,8380.66,101,3040.0,134,29,1,8,3,1,877352.66,307040.0,570312.66,65.0
2021-02-09,Pipettes,Academic,277.16,261.94,65,114.0,0,78,0,2,1,1,18015.4,7410.0,10605.400000000001,58.87
2023-09-05,Pipettes,Academic,259.81,240.06,116,114.0,70,102,0,9,3,1,30137.96,13224.0,16913.96,56.12
2021-01-30,Centrifuge,Pharma,11873.08,12588.86,141,4560.0,60,140,0,1,1,5,1674104.28,642960.0,1031144.28,61.59
2023-10-24,Microscope,Government,14315.4,15375.12,155,5700.0,70,138,0,10,4,1,2218887.0,883500.0,1335387.0,60.18
2022-02-05,Microscope,Pharma,14048.16,13917.44,172,5700.0,195,42,0,2,1,5,2416283.52,980400.0,1435883.52,59.43
2022-02-12,Centrifuge,Government,11726.62,11139.21,98,4560.0,8,5,0,2,1,5,1149208.76,446880.0,702328.76,61.11
2023-01-19,PCR_System,Pharma,7019.0,6894.36,165,3040.0,37,73,0,1,1,3,1158135.0,501600.0,656535.0,56.69
2021-10-31,PCR_System,Pharma,6863.1,6785.0,242,3040.0,125,148,0,10,4,6,1660870.2000000002,735680.0,925190.2000000002,55.71
2021-07-25,Centrifuge,Academic,10815.25,10139.2,53,4560.0,194,131,0,7,3,6,573208.25,241680.0,331528.25,57.84
2022-03-26,Pipettes,Government,310.47,299.06,76,114.0,192,115,0,3,1,5,23595.72,8664.0,14931.720000000001,63.28
2021-08-18,PCR_System,Pharma,7914.71,7172.15,105,3040.0,94,72,0,8,3,2,831044.55,319200.0,511844.55000000005,61.59
2022-05-08,Centrifuge,Academic,12095.59,11385.62,55,4560.0,128,53,1,5,2,6,665257.45,250800.0,414457.44999999995,62.3
2023-11-11,Reagent_Kit,Government,490.59,470.8,87,171.0,124,31,0,11,4,5,42681.329999999994,14877.0,27804.329999999994,65.14
2022-01-03,Pipettes,Academic,295.03,296.87,74,114.0,49,122,0,1,1,0,21832.219999999998,8436.0,13396.219999999998,61.36
2021-12-09,Centrifuge,Academic,11161.52,11971.96,59,4560.0,109,54,0,12,4,3,658529.68,269040.0,389489.68000000005,59.15
2021-01-15,Reagent_Kit,Academic,384.27,375.9,98,171.0,64,110,0,1,1,4,37658.46,16758.0,20900.46,55.5
2022-10-03,Microscope,Pharma,13974.17,13043.31,177,5700.0,43,49,1,10,4,0,2473428.09,1008900.0,1464528.0899999999,59.21
2023-12-10,Pipettes,Academic,304.02,293.48,78,114.0,119,130,1,12,4,6,23713.559999999998,8892.0,14821.559999999998,62.5
2022-01-06,Reagent_Kit,Academic,470.07,476.15,62,171.0,56,167,0,1,1,3,29144.34,10602.0,18542.34,63.62
2021-05-22,Reagent_Kit,Biotech,470.82,495.23,94,171.0,184,122,0,5,2,5,44257.08,16074.0,28183.08,63.68
2023-01-31,Microscope,Academic,15328.04,16498.21,69,5700.0,159,129,0,1,1,1,1057634.76,393300.0,664334.76,62.81
2021-12-24,Microscope,Biotech,13608.22,13252.78,145,5700.0,171,67,1,12,4,4,1973191.9,826500.0,1146691.9,58.11
2022-06-25,Reagent_Kit,Pharma,496.29,487.03,99,171.0,174,125,0,6,2,5,49132.71,16929.0,32203.71,65.54
2023-08-14,PCR_System,Government,7297.22,7475.72,80,3040.0,29,132,0,8,3,0,583777.6,243200.0,340577.6,58.34
2021-05-20,Microscope,Pharma,14901.74,14702.32,147,5700.0,199,27,0,5,2,3,2190555.78,837900.0,1352655.7799999998,61.75
2023-12-15,Reagent_Kit,Biotech,503.85,479.69,106,171.0,74,60,0,12,4,4,53408.100000000006,18126.0,35282.100000000006,66.06
2022-03-26,Pipettes,Biotech,313.03,289.88,127,114.0,138,140,1,3,1,5,39754.81,14478.0,25276.809999999998,63.58
2023-01-11,Centrifuge,Government,12185.95,12174.69,92,4560.0,113,22,0,1,1,2,1121107.4000000001,419520.0,701587.4000000001,62.58
2021-03-31,Centrifuge,Biotech,12555.98,13046.19,108,4560.0,194,167,0,3,1,2,1356045.8399999999,492480.0,863565.8399999999,63.68
2023-11-18,Reagent_Kit,Academic,451.81,412.51,69,171.0,153,98,1,11,4,5,31174.89,11799.0,19375.89,62.15
2022-05-19,Microscope,Pharma,14034.79,15430.17,142,5700.0,81,79,0,5,2,3,1992940.1800000002,809400.0,1183540.1800000002,59.39
2022-01-12,Reagent_Kit,Biotech,458.24,464.85,106,171.0,31,22,0,1,1,2,48573.44,18126.0,30447.440000000002,62.68
2023-12-29,Reagent_Kit,Government,414.17,417.58,114,171.0,54,131,0,12,4,4,47215.380000000005,19494.0,27721.380000000005,58.71
2021-05-26,PCR_System,Government,6851.68,6367.99,143,3040.0,186,86,0,5,2,2,979790.24,434720.0,545070.24,55.63
2023-01-28,PCR_System,Academic,7071.72,7187.58,75,3040.0,65,102,0,1,1,5,530379.0,228000.0,302379.0,57.01
2022-01-30,PCR_System,Government,9018.47,9809.33,70,3040.0,169,102,0,1,1,6,631292.8999999999,212800.0,418492.8999999999,66.29
2021-05-09,PCR_System,Academic,7478.46,7402.34,61,3040.0,170,50,0,5,2,6,456186.06,185440.0,270746.06,59.35
2023-11-04,Centrifuge,Academic,11885.72,11098.85,57,4560.0,97,155,0,11,4,5,677486.0399999999,259920.0,417566.0399999999,61.63
2022-03-18,Pipettes,Biotech,317.22,305.62,114,114.0,162,116,0,3,1,4,36163.08,12996.0,23167.08,64.06
2023-09-10,PCR_System,Government,9061.06,8325.51,111,3040.0,109,77,1,9,3,6,1005777.6599999999,337440.0,668337.6599999999,66.45
2023-11-25,Microscope,Academic,13495.29,13043.9,67,5700.0,109,83,0,11,4,5,904184.43,381900.0,522284.43000000005,57.76
2023-07-12,Microscope,Pharma,15070.34,14072.97,117,5700.0,53,50,0,7,3,2,1763229.78,666900.0,1096329.78,62.18
2021-11-01,Microscope,Pharma,13347.32,12318.2,130,5700.0,163,76,0,11,4,0,1735151.5999999999,741000.0,994151.5999999999,57.29
2023-11-26,Centrifuge,Academic,13634.58,13839.56,69,4560.0,90,28,0,11,4,6,940786.02,314640.0,626146.02,66.56
2022-09-19,Centrifuge,Biotech,11895.91,11058.71,179,4560.0,126,50,0,9,3,0,2129367.89,816240.0,1313127.8900000001,61.67
2022-10-11,Pipettes,Academic,304.91,331.64,99,114.0,52,118,0,10,4,1,30186.090000000004,11286.0,18900.090000000004,62.61
2021-05-02,Centrifuge,Academic,11757.22,12459.72,78,4560.0,138,86,0,5,2,6,917063.1599999999,355680.0,561383.1599999999,61.22
2021-02-16,Microscope,Government,16779.08,16307.65,85,5700.0,168,118,0,2,1,1,1426221.8,484500.0,941721.8,66.03
2023-11-29,Microscope,Biotech,13765.11,14035.06,107,5700.0,196,67,0,11,4,2,1472866.77,609900.0,862966.77,58.59
2022-11-05,Microscope,Academic,15961.62,17006.67,56,5700.0,11,102,0,11,4,5,893850.7200000001,319200.0,574650.7200000001,64.29
2021-03-23,Centrifuge,Pharma,10613.83,10336.92,156,4560.0,187,66,1,3,1,1,1655757.48,711360.0,944397.48,57.04
2022-04-30,Centrifuge,Biotech,13611.88,14742.29,127,4560.0,94,70,0,4,2,5,1728708.76,579120.0,1149588.76,66.5
2021-05-19,Centrifuge,Government,11594.65,11812.35,86,4560.0,164,174,0,5,2,2,997139.9,392160.0,604979.9,60.67
2022-03-09,Centrifuge,Government,10503.81,11173.45,104,4560.0,149,103,0,3,1,2,1092396.24,474240.0,618156.24,56.59
2023-11-16,Centrifuge,Academic,10721.72,10207.98,67,4560.0,29,18,0,11,4,3,718355.24,305520.0,412835.24,57.47
2022-11-29,Microscope,Biotech,14608.2,14935.68,128,5700.0,57,135,0,11,4,1,1869849.6,729600.0,1140249.6,60.98
2022-11-28,PCR_System,Academic,8487.32,8227.08,60,3040.0,42,72,0,11,4,0,509239.19999999995,182400.0,326839.19999999995,64.18
2021-01-21,Reagent_Kit,Government,392.37,398.04,126,171.0,61,100,1,1,1,3,49438.62,21546.0,27892.620000000003,56.42
2021-12-08,Pipettes,Government,333.43,359.86,87,114.0,15,94,0,12,4,2,29008.41,9918.0,19090.41,65.81
2023-11-08,Reagent_Kit,Biotech,419.52,438.59,123,171.0,9,63,0,11,4,2,51600.96,21033.0,30567.96,59.24
2021-06-30,Reagent_Kit,Academic,424.78,387.33,48,180.0,165,113,0,6,2,2,20389.44,8640.0,11749.439999999999,57.63
2021-05-04,Reagent_Kit,Biotech,388.82,389.09,123,171.0,138,122,0,5,2,1,47824.86,21033.0,26791.86,56.02
2021-05-14,Reagent_Kit,Government,447.06,415.33,108,171.0,21,89,0,5,2,4,48282.48,18468.0,29814.480000000003,61.75
2021-01-24,Microscope,Government,15212.63,13881.2,95,5700.0,170,68,1,1,1,6,1445199.8499999999,541500.0,903699.8499999999,62.53
2022-01-11,Centrifuge,Pharma,13235.92,13310.18,117,4560.0,42,58,0,1,1,1,1548602.64,533520.0,1015082.6399999999,65.55
2022-12-02,PCR_System,Pharma,8608.87,9313.81,137,3040.0,41,156,1,12,4,4,1179415.1900000002,416480.0,762935.1900000002,64.69
2023-01-14,PCR_System,Pharma,8531.37,8122.72,143,3040.0,53,29,0,1,1,5,1219985.9100000001,434720.0,785265.9100000001,64.37
2023-03-16,Pipettes,Pharma,273.67,274.54,174,114.0,151,62,0,3,1,3,47618.58,19836.0,27782.58,58.34
2022-04-02,Microscope,Biotech,13411.35,14046.32,109,5700.0,56,176,0,4,2,5,1461837.1500000001,621300.0,840537.1500000001,57.5
2021-03-18,Centrifuge,Academic,12935.27,12140.43,57,4560.0,184,132,1,3,1,3,737310.39,259920.0,477390.39,64.75
2022-03-25,Centrifuge,Biotech,13345.45,14165.08,122,4560.0,147,97,0,3,1,4,1628144.9000000001,556320.0,1071824.9000000001,65.83
2023-08-26,Pipettes,Biotech,285.99,265.07,97,114.0,105,5,0,8,3,5,27741.030000000002,11058.0,16683.030000000002,60.14
2023-08-29,Pipettes,Government,315.11,318.16,71,114.0,7,13,0,8,3,1,22372.81,8094.0,14278.810000000001,63.82
2023-09-27,Centrifuge,Biotech,10823.7,11511.78,150,4560.0,26,50,0,9,3,2,1623555.0,684000.0,939555.0,57.87
2023-12-04,Reagent_Kit,Biotech,471.68,473.63,116,171.0,52,36,0,12,4,0,54714.88,19836.0,34878.88,63.75
2021-03-19,Microscope,Government,15786.84,16378.66,111,5700.0,158,101,0,3,1,4,1752339.24,632700.0,1119639.24,63.89
2021-12-02,Microscope,Pharma,15077.3,16005.9,158,5700.0,41,154,0,12,4,3,2382213.4,900600.0,1481613.4,62.19
2023-10-22,Pipettes,Academic,284.77,299.63,101,114.0,87,81,0,10,4,6,28761.769999999997,11514.0,17247.769999999997,59.97
2022-01-18,PCR_System,Government,8017.47,7298.48,92,3040.0,53,162,0,1,1,1,737607.24,279680.0,457927.24,62.08
2022-11-03,Centrifuge,Academic,12735.89,12918.71,60,4560.0,47,42,0,11,4,3,764153.3999999999,273600.0,490553.3999999999,64.2
2022-09-08,PCR_System,Pharma,8033.34,8773.78,220,3040.0,118,107,0,9,3,3,1767334.8,668800.0,1098534.8,62.16
2022-08-26,Centrifuge,Biotech,13599.71,14630.98,83,4560.0,21,18,0,8,3,4,1128775.93,378480.0,750295.9299999999,66.47
2021-08-06,Microscope,Academic,14340.88,14862.54,43,6000.0,161,107,0,8,3,4,616657.84,258000.0,358657.83999999997,58.16
2022-01-27,Centrifuge,Pharma,11207.78,10629.73,127,4560.0,78,142,0,1,1,3,1423388.06,579120.0,844268.06,59.31
2023-09-19,PCR_System,Government,7810.88,7481.2,128,3040.0,8,19,0,9,3,1,999792.64,389120.0,610672.64,61.08
2023-04-03,Pipettes,Biotech,274.57,263.72,161,114.0,85,170,0,4,2,0,44205.77,18354.0,25851.769999999997,58.48
2022-09-25,Pipettes,Biotech,261.69,252.85,199,114.0,80,37,0,9,3,6,52076.31,22686.0,29390.309999999998,56.44
2023-08-25,Reagent_Kit,Government,435.6,402.31,65,171.0,114,122,0,8,3,4,28314.0,11115.0,17199.0,60.74
2022-12-30,PCR_System,Biotech,8488.3,8294.85,104,3040.0,192,60,0,12,4,4,882783.2,316160.0,566623.2,64.19
2021-08-28,Reagent_Kit,Academic,495.27,447.26,44,180.0,85,80,0,8,3,5,21791.879999999997,7920.0,13871.879999999997,63.66
2023-07-14,Pipettes,Pharma,268.1,260.54,123,114.0,96,122,1,7,3,4,32976.3,14022.0,18954.300000000003,57.48
2022-12-09,Pipettes,Biotech,290.89,317.82,136,114.0,84,158,0,12,4,4,39561.04,15504.0,24057.04,60.81
2022-04-26,PCR_System,Pharma,7967.42,8714.06,135,3040.0,189,149,0,4,2,1,1075601.7,410400.0,665201.7,61.84
2023-05-16,Pipettes,Academic,317.4,331.38,62,114.0,125,112,0,5,2,1,19678.8,7068.0,12610.8,64.08
2023-05-24,PCR_System,Government,7237.46,7083.9,133,3040.0,142,172,0,5,2,2,962582.18,404320.0,558262.18,58.0
2023-01-12,Microscope,Biotech,13779.21,13179.99,110,5700.0,131,8,0,1,1,3,1515713.0999999999,627000.0,888713.0999999999,58.63
2021-11-01,Microscope,Academic,16213.8,15012.71,68,5700.0,15,86,0,11,4,0,1102538.4,387600.0,714938.3999999999,64.84
2022-04-16,Microscope,Pharma,16091.62,15047.54,130,5700.0,144,46,1,4,2,5,2091910.6,741000.0,1350910.6,64.58
2021-10-12,Reagent_Kit,Government,451.68,465.65,127,171.0,103,140,0,10,4,1,57363.36,21717.0,35646.36,62.14
2023-01-13,Reagent_Kit,Pharma,472.46,448.02,140,171.0,39,133,0,1,1,4,66144.4,23940.0,42204.399999999994,63.81
2022-04-03,Reagent_Kit,Biotech,430.71,450.18,149,171.0,23,50,0,4,2,6,64175.78999999999,25479.0,38696.78999999999,60.3
2021-01-30,Microscope,Biotech,13592.09,13493.36,127,5700.0,120,10,0,1,1,5,1726195.43,723900.0,1002295.4299999999,58.06
2021-04-29,Reagent_Kit,Academic,390.85,358.13,69,171.0,71,172,0,4,2,3,26968.65,11799.0,15169.650000000001,56.25
2023-07-22,Reagent_Kit,Pharma,497.45,457.78,80,171.0,147,149,0,7,3,5,39796.0,13680.0,26116.0,65.62
2021-03-04,Centrifuge,Academic,11656.61,12659.82,66,4560.0,186,111,1,3,1,3,769336.26,300960.0,468376.26,60.88
2021-01-06,Centrifuge,Biotech,12517.75,12167.06,116,4560.0,3,0,0,1,1,2,1452059.0,528960.0,923099.0,63.57
2022-12-10,Centrifuge,Academic,12187.28,11765.29,57,4560.0,198,78,0,12,4,5,694674.9600000001,259920.0,434754.9600000001,62.58
2022-12-24,Reagent_Kit,Academic,468.65,464.83,78,171.0,19,99,0,12,4,5,36554.7,13338.0,23216.699999999997,63.51
2021-08-15,Centrifuge,Academic,10437.12,10978.2,57,4560.0,128,40,0,8,3,6,594915.8400000001,259920.0,334995.8400000001,56.31
2022-02-19,PCR_System,Academic,9054.02,9368.91,54,3040.0,88,26,0,2,1,5,488917.08,164160.0,324757.08,66.42
2023-05-30,Centrifuge,Academic,12963.25,12899.88,58,4560.0,32,144,0,5,2,1,751868.5,264480.0,487388.5,64.82
2022-10-09,Microscope,Government,17121.09,17574.44,143,5700.0,56,173,1,10,4,6,2448315.87,815100.0,1633215.87,66.71
2021-08-23,PCR_System,Biotech,8926.15,9201.84,87,3040.0,72,61,0,8,3,0,776575.0499999999,264480.0,512095.04999999993,65.94
2021-07-15,PCR_System,Government,7191.44,7574.82,82,3040.0,172,119,0,7,3,3,589698.08,249280.0,340418.07999999996,57.73
2021-06-26,Centrifuge,Biotech,10297.42,10766.93,106,4560.0,185,51,0,6,2,5,1091526.52,483360.0,608166.52,55.72
2021-11-22,Reagent_Kit,Government,492.86,447.81,74,171.0,117,162,0,11,4,0,36471.64,12654.0,23817.64,65.3
2022-08-01,Microscope,Biotech,15322.49,16179.44,97,5700.0,17,3,0,8,3,0,1486281.53,552900.0,933381.53,62.8
2022-06-21,Reagent_Kit,Pharma,491.06,532.73,101,171.0,93,126,0,6,2,1,49597.06,17271.0,32326.059999999998,65.18
2021-11-24,Pipettes,Academic,299.61,325.85,81,114.0,29,73,1,11,4,2,24268.41,9234.0,15034.41,61.95
2021-03-25,Reagent_Kit,Biotech,507.29,549.74,109,171.0,151,55,0,3,1,3,55294.61,18639.0,36655.61,66.29
2021-07-03,Microscope,Government,13592.63,12549.27,60,5700.0,7,151,0,7,3,5,815557.7999999999,342000.0,473557.79999999993,58.07
